CODE_ETU,PARCOURS
19008789.0,BCG
19008803.0,BCG
19008849.0,BCG
19008862.0,BCG
19008882.0,BCG
19008890.0,BCG
19008942.0,BCG
19008947.0,BCG
19008950.0,BCG
19008965.0,BCG
19008975.0,BCG
19008981.0,BCG
19009095.0,BCG
19009096.0,BCG
19009107.0,BCG
19009113.0,BCG
19009137.0,BCG
19009144.0,BCG
19009162.0,BCG
19009172.0,BCG
19009189.0,BCG
19009193.0,BCG
19009195.0,BCG
19009210.0,BCG
19009213.0,BCG
19009236.0,BCG
19009247.0,BCG
19009256.0,BCG
19009287.0,BCG
19009309.0,BCG
19009356.0,BCG
19009359.0,BCG
19009374.0,BCG
19009381.0,BCG
19009413.0,BCG
19009515.0,BCG
19009543.0,BCG
19009550.0,BCG
19009560.0,BCG
19009562.0,BCG
19009580.0,BCG
19009583.0,BCG
19009604.0,BCG
19009602.0,BCG
19009606.0,BCG
19009612.0,BCG
19009620.0,BCG
19009627.0,BCG
19009637.0,BCG
19009641.0,BCG
19009644.0,BCG
19009696.0,BCG
19009700.0,BCG
19009736.0,BCG
19009740.0,BCG
19009888.0,BCG
19010005.0,BCG
19010035.0,BCG
19010112.0,BCG
19010140.0,BCG
19010213.0,BCG
19010217.0,BCG
19010223.0,BCG
19010227.0,BCG
19010229.0,BCG
19010235.0,BCG
19010246.0,BCG
19010252.0,BCG
19010286.0,BCG
19010299.0,BCG
19010348.0,BCG
19010357.0,BCG
19010390.0,BCG
19010528.0,BCG
19010536.0,BCG
19010673.0,BCG
19010677.0,BCG
19010732.0,BCG
19010786.0,BCG
19010814.0,BCG
19010828.0,BCG
19010877.0,BCG
19010884.0,BCG
19010895.0,BCG
19010904.0,BCG
19010915.0,BCG
19010962.0,BCG
19010978.0,BCG
19010979.0,BCG
19010980.0,BCG
19010981.0,BCG
19011051.0,BCG
19011155.0,BCG
19011213.0,BCG
19011237.0,BCG
19011273.0,BCG
19011794.0,BCG
19011797.0,BCG
19011803.0,BCG
19011804.0,BCG
19011805.0,BCG
19011812.0,BCG
19011826.0,BCG
19011919.0,BCG
19011924.0,BCG
19011970.0,BCG
19012040.0,BCG
19012179.0,BCG
19012589.0,BCG
19012592.0,BCG
19012595.0,BCG
19013067.0,BCG
19013072.0,BCG
19013082.0,BCG
19013244.0,BCG
19013263.0,BCG
19013332.0,BCG
16008736.0,BCG
19008736.0,BCG
19008986.0,BCG
19009866.0,BCG
19010553.0,BCG
19012587.0,BCG
20000002.0,BCG
20000003.0,BCG
20000004.0,BCG
20000006.0,BCG
20000007.0,BCG
20000008.0,BCG
20000010.0,BCG
20000028.0,BCG
20000031.0,BCG
20000032.0,BCG
20000033.0,BCG
20000034.0,BCG
20000035.0,BCG
20000036.0,BCG
20000037.0,BCG
20000039.0,BCG
20000040.0,BCG
20000041.0,BCG
20000044.0,BCG
20000045.0,BCG
20000046.0,BCG
20000048.0,BCG
20000051.0,BCG
20000052.0,BCG
20000053.0,BCG
20000054.0,BCG
20000055.0,BCG
20000056.0,BCG
20000057.0,BCG
20000058.0,BCG
20000059.0,BCG
20000065.0,BCG
20000066.0,BCG
20000067.0,BCG
20000068.0,BCG
20000069.0,BCG
20000070.0,BCG
20000071.0,BCG
20000072.0,BCG
20000074.0,BCG
20000075.0,BCG
20000076.0,BCG
20000077.0,BCG
20000078.0,BCG
20000079.0,BCG
20000080.0,BCG
20000082.0,BCG
20000135.0,BCG
20000136.0,BCG
20000138.0,BCG
20000139.0,BCG
20000140.0,BCG
20000142.0,BCG
20000146.0,BCG
20000147.0,BCG
20000148.0,BCG
20000149.0,BCG
20000150.0,BCG
20000152.0,BCG
20000167.0,BCG
20000168.0,BCG
20000169.0,BCG
20000170.0,BCG
20000171.0,BCG
20000173.0,BCG
20000174.0,BCG
20000175.0,BCG
20000176.0,BCG
20000177.0,BCG
20000178.0,BCG
20000179.0,BCG
20000184.0,BCG
20000186.0,BCG
20000187.0,BCG
20000197.0,BCG
20000199.0,BCG
20000206.0,BCG
20000207.0,BCG
20000208.0,BCG
20000209.0,BCG
20000210.0,BCG
20000211.0,BCG
20000213.0,BCG
20000216.0,BCG
20000217.0,BCG
20000218.0,BCG
20000250.0,BCG
20000251.0,BCG
20000253.0,BCG
20000255.0,BCG
20000257.0,BCG
20000271.0,BCG
20000273.0,BCG
20000275.0,BCG
20000276.0,BCG
20000277.0,BCG
20000283.0,BCG
20000285.0,BCG
20000312.0,BCG
20000313.0,BCG
20000316.0,BCG
20000317.0,BCG
20000331.0,BCG
20000334.0,BCG
20000336.0,BCG
20000338.0,BCG
20000340.0,BCG
20000341.0,BCG
20000342.0,BCG
20000344.0,BCG
20000349.0,BCG
20000350.0,BCG
20000351.0,BCG
20000353.0,BCG
20000358.0,BCG
20000360.0,BCG
20000361.0,BCG
20000363.0,BCG
20000888.0,BCG
20000889.0,BCG
20000892.0,BCG
20000893.0,BCG
20000920.0,BCG
20000923.0,BCG
20000924.0,BCG
20000949.0,BCG
20000952.0,BCG
20000962.0,BCG
20001049.0,BCG
20001051.0,BCG
20001053.0,BCG
20001054.0,BCG
20001154.0,BCG
20001159.0,BCG
20001170.0,BCG
20001174.0,BCG
20001303.0,BCG
20001357.0,BCG
20001360.0,BCG
20001363.0,BCG
20001365.0,BCG
20001366.0,BCG
20001367.0,BCG
20001368.0,BCG
20001370.0,BCG
20001394.0,BCG
20001486.0,BCG
20001488.0,BCG
20001489.0,BCG
20001490.0,BCG
20001616.0,BCG
20001621.0,BCG
20001685.0,BCG
20001690.0,BCG
20001692.0,BCG
20001695.0,BCG
20001698.0,BCG
20001700.0,BCG
20001707.0,BCG
20001709.0,BCG
20001712.0,BCG
20001721.0,BCG
20001724.0,BCG
20001728.0,BCG
20001730.0,BCG
20001761.0,BCG
20001767.0,BCG
20001768.0,BCG
20001770.0,BCG
20001862.0,BCG
20001865.0,BCG
20001868.0,BCG
20001872.0,BCG
20001874.0,BCG
20002343.0,BCG
20003149.0,BCG
20003538.0,BCG
20003545.0,BCG
20003549.0,BCG
20003555.0,BCG
20003556.0,BCG
20003563.0,BCG
20003824.0,BCG
20003863.0,BCG
20003900.0,BCG
20003919.0,BCG
20003927.0,BCG
20003932.0,BCG
20003978.0,BCG
20003980.0,BCG
20004049.0,BCG
20004161.0,BCG
20004864.0,BCG
20005063.0,BCG
20005774.0,BCG
20006891.0,BCG
20007018.0,BCG
20007368.0,BCG
20007581.0,BCG
20007700.0,BCG
20007731.0,BCG
20007744.0,BCG
20007766.0,BCG
20007801.0,BCG
20007809.0,BCG
20007827.0,BCG
20007845.0,BCG
20007869.0,BCG
20007877.0,BCG
20007885.0,BCG
20007893.0,BCG
20007915.0,BCG
20007938.0,BCG
20007964.0,BCG
20008050.0,BCG
20008283.0,BCG
20008448.0,BCG
20008463.0,BCG
20008758.0,BCG
20008839.0,BCG
20008846.0,BCG
20008854.0,BCG
20008857.0,BCG
20008860.0,BCG
20008867.0,BCG
20008869.0,BCG
20008971.0,BCG
20008983.0,BCG
20009155.0,BCG
20009179.0,BCG
20009193.0,BCG
20009197.0,BCG
20009202.0,BCG
20009211.0,BCG
20009214.0,BCG
20009218.0,BCG
20009219.0,BCG
20009231.0,BCG
20009867.0,BCG
20010044.0,BCG
20010046.0,BCG
20010082.0,BCG
20010087.0,BCG
20010111.0,BCG
20010299.0,BCG
20010318.0,BCG
20010319.0,BCG
20010322.0,BCG
20010324.0,BCG
20010330.0,BCG
20010355.0,BCG
20010547.0,BCG
20010635.0,BCG
20010675.0,BCG
20010738.0,BCG
20010815.0,BCG
20010834.0,BCG
20010844.0,BCG
20010928.0,BCG
20010986.0,BCG
20011032.0,BCG
20011041.0,BCG
20011052.0,BCG
20011076.0,BCG
20011080.0,BCG
20011082.0,BCG
20011403.0,BCG
20011406.0,BCG
20011498.0,BCG
20011500.0,BCG
20011502.0,BCG
20011513.0,BCG
20011514.0,BCG
20011516.0,BCG
20011517.0,BCG
20011554.0,BCG
20011795.0,BCG
20011798.0,BCG
20011799.0,BCG
20011800.0,BCG
20011802.0,BCG
20011804.0,BCG
20011829.0,BCG
20011835.0,BCG
20011837.0,BCG
20011847.0,BCG
20011908.0,BCG
20011910.0,BCG
20011911.0,BCG
20011913.0,BCG
20011914.0,BCG
20011915.0,BCG
20011916.0,BCG
20011917.0,BCG
20011918.0,BCG
20011919.0,BCG
20011920.0,BCG
20011972.0,BCG
20012001.0,BCG
20012003.0,BCG
20012013.0,BCG
20012159.0,BCG
20012244.0,BCG
20013603.0,BCG
19007497.0,BCG
20000001.0,BCG
20003710.0,BCG
20003807.0,BCG
20003911.0,BCG
20004183.0,BCG
20007315.0,BCG
20008071.0,BCG
20008312.0,BCG
20008700.0,BCG
20008796.0,BCG
20009445.0,BCG
20009775.0,BCG
20010199.0,BCG
20010846.0,BCG
20010896.0,BCG
20011315.0,BCG
20011596.0,BCG
21000286.0,BCG
21000790.0,BCG
21000802.0,BCG
21000814.0,BCG
21000822.0,BCG
21000834.0,BCG
21000845.0,BCG
21000857.0,BCG
21000867.0,BCG
21000884.0,BCG
21000890.0,BCG
21000898.0,BCG
21000903.0,BCG
21000917.0,BCG
21000973.0,BCG
21000979.0,BCG
21000990.0,BCG
21001015.0,BCG
21001019.0,BCG
21001027.0,BCG
21001042.0,BCG
21001050.0,BCG
21001055.0,BCG
21001060.0,BCG
21001068.0,BCG
21001079.0,BCG
21001094.0,BCG
21001100.0,BCG
21001103.0,BCG
21001129.0,BCG
21001136.0,BCG
21001145.0,BCG
21001151.0,BCG
21001168.0,BCG
21001175.0,BCG
21001187.0,BCG
21001201.0,BCG
21001237.0,BCG
21001242.0,BCG
21001247.0,BCG
21001254.0,BCG
21001280.0,BCG
21001286.0,BCG
21001295.0,BCG
21001299.0,BCG
21001304.0,BCG
21001310.0,BCG
21001315.0,BCG
21001326.0,BCG
21001335.0,BCG
21001341.0,BCG
21001351.0,BCG
21001356.0,BCG
21001383.0,BCG
21001393.0,BCG
21001402.0,BCG
21001422.0,BCG
21001467.0,BCG
21001475.0,BCG
21001503.0,BCG
21001516.0,BCG
21001519.0,BCG
21001520.0,BCG
21001525.0,BCG
21001528.0,BCG
21001549.0,BCG
21001552.0,BCG
21001555.0,BCG
21001558.0,BCG
21001563.0,BCG
21001565.0,BCG
21001577.0,BCG
21001578.0,BCG
21001580.0,BCG
21001583.0,BCG
21001585.0,BCG
21001589.0,BCG
21001732.0,BCG
21001743.0,BCG
21001750.0,BCG
21001753.0,BCG
21001757.0,BCG
21001768.0,BCG
21001772.0,BCG
21001781.0,BCG
21001822.0,BCG
21001846.0,BCG
21001852.0,BCG
21001871.0,BCG
21001874.0,BCG
21001891.0,BCG
21001907.0,BCG
21001929.0,BCG
21001938.0,BCG
21001966.0,BCG
21001973.0,BCG
21001985.0,BCG
21001988.0,BCG
21002022.0,BCG
21002033.0,BCG
21002042.0,BCG
21002048.0,BCG
21002061.0,BCG
21002074.0,BCG
21002084.0,BCG
21002089.0,BCG
21002095.0,BCG
21002100.0,BCG
21002115.0,BCG
21002121.0,BCG
21002130.0,BCG
21002136.0,BCG
21002140.0,BCG
21002143.0,BCG
21002152.0,BCG
21002172.0,BCG
21002183.0,BCG
21002190.0,BCG
21002195.0,BCG
21002198.0,BCG
21002204.0,BCG
21002210.0,BCG
21002215.0,BCG
21002221.0,BCG
21002228.0,BCG
21002232.0,BCG
21002240.0,BCG
21002253.0,BCG
21002257.0,BCG
21002261.0,BCG
21002263.0,BCG
21002267.0,BCG
21002274.0,BCG
21002281.0,BCG
21002285.0,BCG
21002297.0,BCG
21002314.0,BCG
21002322.0,BCG
21002326.0,BCG
21002334.0,BCG
21002356.0,BCG
21002371.0,BCG
21002381.0,BCG
21002398.0,BCG
21002412.0,BCG
21002420.0,BCG
21002460.0,BCG
21002474.0,BCG
21002484.0,BCG
21002491.0,BCG
21002497.0,BCG
21002511.0,BCG
21002523.0,BCG
21002554.0,BCG
21002564.0,BCG
21002572.0,BCG
21002579.0,BCG
21002585.0,BCG
21002602.0,BCG
21002612.0,BCG
21002630.0,BCG
21002651.0,BCG
21002661.0,BCG
21002671.0,BCG
21002685.0,BCG
21002696.0,BCG
21002707.0,BCG
21002720.0,BCG
21002744.0,BCG
21002759.0,BCG
21002811.0,BCG
21002818.0,BCG
21002825.0,BCG
21002830.0,BCG
21002841.0,BCG
21002852.0,BCG
21002862.0,BCG
21002868.0,BCG
21002876.0,BCG
21002894.0,BCG
21003317.0,BCG
21003416.0,BCG
21003426.0,BCG
21003435.0,BCG
21003443.0,BCG
21003465.0,BCG
21003477.0,BCG
21003519.0,BCG
21003523.0,BCG
21003616.0,BCG
21003619.0,BCG
21003661.0,BCG
21003669.0,BCG
21003720.0,BCG
21003731.0,BCG
21003786.0,BCG
21003789.0,BCG
21003794.0,BCG
21003795.0,BCG
21003810.0,BCG
21003821.0,BCG
21003827.0,BCG
21003834.0,BCG
21003852.0,BCG
21003859.0,BCG
21003880.0,BCG
21003890.0,BCG
21003894.0,BCG
21003953.0,BCG
21003969.0,BCG
21004012.0,BCG
21004014.0,BCG
21004028.0,BCG
21004034.0,BCG
21004038.0,BCG
21004048.0,BCG
21004052.0,BCG
21004059.0,BCG
21004061.0,BCG
21004070.0,BCG
21004076.0,BCG
21004082.0,BCG
21004089.0,BCG
21004144.0,BCG
21004559.0,BCG
21004595.0,BCG
21004605.0,BCG
21004745.0,BCG
21004754.0,BCG
21004778.0,BCG
21004785.0,BCG
21004794.0,BCG
21004806.0,BCG
21004824.0,BCG
21004841.0,BCG
21004847.0,BCG
21004858.0,BCG
21004877.0,BCG
21004909.0,BCG
21004917.0,BCG
21004957.0,BCG
21005017.0,BCG
21005059.0,BCG
21005064.0,BCG
21005065.0,BCG
21005071.0,BCG
21005074.0,BCG
21005079.0,BCG
21005083.0,BCG
21005086.0,BCG
21005089.0,BCG
21005091.0,BCG
21005094.0,BCG
21005099.0,BCG
21005119.0,BCG
21005123.0,BCG
21005127.0,BCG
21005142.0,BCG
21005152.0,BCG
21005155.0,BCG
21005161.0,BCG
21005165.0,BCG
21005491.0,BCG
21005580.0,BCG
21005590.0,BCG
21005625.0,BCG
21005633.0,BCG
21005648.0,BCG
21005697.0,BCG
21005728.0,BCG
21005734.0,BCG
21005756.0,BCG
21005761.0,BCG
21005768.0,BCG
21005773.0,BCG
21005778.0,BCG
21005782.0,BCG
21005794.0,BCG
21005808.0,BCG
21005821.0,BCG
21005829.0,BCG
21005843.0,BCG
21005850.0,BCG
21005861.0,BCG
21005867.0,BCG
21005872.0,BCG
21005877.0,BCG
21005887.0,BCG
21006028.0,BCG
21006086.0,BCG
21006114.0,BCG
21006147.0,BCG
21006186.0,BCG
21006194.0,BCG
21006206.0,BCG
21006586.0,BCG
21006611.0,BCG
21006633.0,BCG
21006738.0,BCG
21006746.0,BCG
21006758.0,BCG
21006768.0,BCG
21006773.0,BCG
21006857.0,BCG
21007833.0,BCG
21008278.0,BCG
21008479.0,BCG
21008484.0,BCG
21008497.0,BCG
21008503.0,BCG
21008512.0,BCG
21008515.0,BCG
21008667.0,BCG
21008699.0,BCG
21009068.0,BCG
21009122.0,BCG
21009166.0,BCG
21009250.0,BCG
21009265.0,BCG
21009408.0,BCG
21009420.0,BCG
21009444.0,BCG
21009596.0,BCG
21009599.0,BCG
21009600.0,BCG
21009606.0,BCG
21009612.0,BCG
21009634.0,BCG
21009641.0,BCG
21009648.0,BCG
21009825.0,BCG
21009827.0,BCG
21009829.0,BCG
21009830.0,BCG
21009835.0,BCG
21009851.0,BCG
21009865.0,BCG
21009870.0,BCG
21009985.0,BCG
21010091.0,BCG
21010136.0,BCG
21010139.0,BCG
21010144.0,BCG
21010149.0,BCG
21010157.0,BCG
21010212.0,BCG
21010512.0,BCG
21010604.0,BCG
21010910.0,BCG
21011894.0,BCG
21011897.0,BCG
21011899.0,BCG
21011900.0,BCG
21011901.0,BCG
21011902.0,BCG
21011912.0,BCG
21011913.0,BCG
21011915.0,BCG
21011916.0,BCG
21011918.0,BCG
21011922.0,BCG
21011923.0,BCG
21011925.0,BCG
21011924.0,BCG
21011926.0,BCG
21011928.0,BCG
21011929.0,BCG
21011930.0,BCG
21012127.0,BCG
21012130.0,BCG
21012157.0,BCG
21012186.0,BCG
21012216.0,BCG
21012217.0,BCG
21012284.0,BCG
21012387.0,BCG
21012638.0,BCG
21013108.0,BCG
21013111.0,BCG
21013112.0,BCG
21013113.0,BCG
21013115.0,BCG
21013120.0,BCG
21013266.0,BCG
21013268.0,BCG
21013272.0,BCG
21013339.0,BCG
21013343.0,BCG
21013345.0,BCG
21013729.0,BCG
21013933.0,BCG
21014121.0,BCG
21014122.0,BCG
21014125.0,BCG
21014182.0,BCG
21014183.0,BCG
21014192.0,BCG
21014207.0,BCG
21014266.0,BCG
21014290.0,BCG
21014451.0,BCG
21014452.0,BCG
21014545.0,BCG
21014546.0,BCG
21014639.0,BCG
21015447.0,BCG
21015448.0,BCG
21015455.0,BCG
21015456.0,BCG
21015457.0,BCG
21015483.0,BCG
21015521.0,BCG
21015522.0,BCG
21015523.0,BCG
21015561.0,BCG
10009177.0,BCG
10009488.0,BCG
10048657.0,BCG
10048665.0,BCG
10048726.0,BCG
10048740.0,BCG
10048743.0,BCG
11012539.0,BCG
11012566.0,BCG
11013295.0,BCG
12005306.0,BCG
12005319.0,BCG
12005765.0,BCG
12005766.0,BCG
12006285.0,BCG
12006773.0,BCG
12006798.0,BCG
12007536.0,BCG
12010659.0,BCG
12010810.0,BCG
12010824.0,BCG
12011061.0,BCG
12011065.0,BCG
12011094.0,BCG
12011101.0,BCG
12011103.0,BCG
12011118.0,BCG
12011154.0,BCG
12011155.0,BCG
12011158.0,BCG
12011159.0,BCG
12011217.0,BCG
12011233.0,BCG
12011253.0,BCG
12011307.0,BCG
12011327.0,BCG
12011360.0,BCG
12011361.0,BCG
12011369.0,BCG
12011372.0,BCG
12011426.0,BCG
12011530.0,BCG
12011539.0,BCG
12011556.0,BCG
12011557.0,BCG
12011562.0,BCG
12011580.0,BCG
12011583.0,BCG
12011606.0,BCG
12011608.0,BCG
12011611.0,BCG
12011626.0,BCG
12011635.0,BCG
12011652.0,BCG
12011656.0,BCG
12011694.0,BCG
12011716.0,BCG
12011743.0,BCG
12011768.0,BCG
12011786.0,BCG
12011806.0,BCG
12011836.0,BCG
12011848.0,BCG
12011853.0,BCG
12011865.0,BCG
12011887.0,BCG
12011919.0,BCG
12011921.0,BCG
12011930.0,BCG
12011955.0,BCG
12012319.0,BCG
12012359.0,BCG
12012427.0,BCG
12012429.0,BCG
12012431.0,BCG
12012441.0,BCG
12012442.0,BCG
12012450.0,BCG
12012567.0,BCG
12012570.0,BCG
12012772.0,BCG
12012777.0,BCG
12012900.0,BCG
12012943.0,BCG
13010007.0,BCG
13010008.0,BCG
13010009.0,BCG
13010010.0,BCG
13010012.0,BCG
13010013.0,BCG
13010015.0,BCG
13010021.0,BCG
13010026.0,BCG
13010098.0,BCG
13010115.0,BCG
13010291.0,BCG
13010843.0,BCG
13010911.0,BCG
13011006.0,BCG
13011009.0,BCG
13011013.0,BCG
13011066.0,BCG
13011171.0,BCG
13011182.0,BCG
13011231.0,BCG
13011244.0,BCG
13011271.0,BCG
13011345.0,BCG
13011423.0,BCG
13011441.0,BCG
13011447.0,BCG
13011464.0,BCG
13011476.0,BCG
13011576.0,BCG
13011614.0,BCG
13012022.0,BCG
13012036.0,BCG
13012142.0,BCG
13012238.0,BCG
13012424.0,BCG
13012465.0,BCG
13012527.0,BCG
13012541.0,BCG
13012580.0,BCG
13012670.0,BCG
13012689.0,BCG
13012771.0,BCG
13012869.0,BCG
13013115.0,BCG
13013132.0,BCG
13013142.0,BCG
13013151.0,BCG
13013153.0,BCG
13013158.0,BCG
13013175.0,BCG
13013198.0,BCG
13013213.0,BCG
13013235.0,BCG
13013266.0,BCG
13013757.0,BCG
13013853.0,BCG
13013920.0,BCG
13013921.0,BCG
13013926.0,BCG
13013999.0,BCG
13014004.0,BCG
13014008.0,BCG
13014046.0,BCG
13014047.0,BCG
13014113.0,BCG
13014138.0,BCG
13014212.0,BCG
13014316.0,BCG
13014317.0,BCG
13014366.0,BCG
13014369.0,BCG
13014467.0,BCG
13014468.0,BCG
13014469.0,BCG
13014471.0,BCG
13014472.0,BCG
13014473.0,BCG
13014476.0,BCG
13014584.0,BCG
13014681.0,BCG
13014682.0,BCG
13014758.0,BCG
13014979.0,BCG
13014996.0,BCG
13015005.0,BCG
13015006.0,BCG
13015322.0,BCG
13016526.0,BCG
13017042.0,BCG
13017044.0,BCG
13017045.0,BCG
13017046.0,BCG
14004660.0,BCG
14005858.0,BCG
16000053.0,BCG
16000092.0,BCG
16000128.0,BCG
16000176.0,BCG
16000182.0,BCG
16000480.0,BCG
16000577.0,BCG
16000637.0,BCG
16000683.0,BCG
16000778.0,BCG
16000790.0,BCG
16000823.0,BCG
16000878.0,BCG
16000896.0,BCG
16000906.0,BCG
16000921.0,BCG
16001022.0,BCG
16001073.0,BCG
16001088.0,BCG
16001160.0,BCG
16001167.0,BCG
16001229.0,BCG
16001241.0,BCG
16001456.0,BCG
16001472.0,BCG
16001501.0,BCG
16001513.0,BCG
16001553.0,BCG
16001642.0,BCG
16001658.0,BCG
16001669.0,BCG
16002645.0,BCG
16002808.0,BCG
16003187.0,BCG
16003542.0,BCG
16003914.0,BCG
16004640.0,BCG
16004871.0,BCG
16005950.0,BCG
16008032.0,BCG
17000169.0,BCG
17000934.0,BCG
17001412.0,BCG
17001764.0,BCG
17001822.0,BCG
17002174.0,BCG
17002453.0,BCG
17002699.0,BCG
17003761.0,BCG
17003931.0,BCG
17003944.0,BCG
17004122.0,BCG
17004222.0,BCG
17004823.0,BCG
17004852.0,BCG
17004892.0,BCG
17004996.0,BCG
17005011.0,BCG
17005019.0,BCG
17005121.0,BCG
17005235.0,BCG
17005248.0,BCG
17005252.0,BCG
17005271.0,BCG
17005274.0,BCG
17005284.0,BCG
17005287.0,BCG
17005288.0,BCG
17005290.0,BCG
17005293.0,BCG
17005296.0,BCG
17005300.0,BCG
17005301.0,BCG
17005302.0,BCG
17005304.0,BCG
17005360.0,BCG
17005361.0,BCG
17005364.0,BCG
17005369.0,BCG
17005374.0,BCG
17005376.0,BCG
17005384.0,BCG
17005386.0,BCG
17005402.0,BCG
17005425.0,BCG
17005426.0,BCG
17005429.0,BCG
17005445.0,BCG
17005462.0,BCG
17005465.0,BCG
17005469.0,BCG
17005504.0,BCG
17005511.0,BCG
17005524.0,BCG
17005558.0,BCG
17005585.0,BCG
17005596.0,BCG
17005656.0,BCG
17005672.0,BCG
17005684.0,BCG
17005690.0,BCG
17005700.0,BCG
17005702.0,BCG
17005705.0,BCG
17005707.0,BCG
17005712.0,BCG
17005718.0,BCG
17005719.0,BCG
17005742.0,BCG
17005748.0,BCG
17005754.0,BCG
17005757.0,BCG
17005771.0,BCG
17005801.0,BCG
17005814.0,BCG
17005819.0,BCG
17005823.0,BCG
17005832.0,BCG
17005850.0,BCG
17005852.0,BCG
17005856.0,BCG
17005869.0,BCG
17005885.0,BCG
17005898.0,BCG
17005908.0,BCG
17005913.0,BCG
17005919.0,BCG
17005923.0,BCG
17005928.0,BCG
17005931.0,BCG
17005944.0,BCG
17005970.0,BCG
17006044.0,BCG
17006057.0,BCG
17006091.0,BCG
17006093.0,BCG
17006094.0,BCG
17006099.0,BCG
17006101.0,BCG
17006102.0,BCG
17006103.0,BCG
17006107.0,BCG
17006108.0,BCG
17006109.0,BCG
17006112.0,BCG
17006114.0,BCG
17006115.0,BCG
17006118.0,BCG
17006119.0,BCG
17006122.0,BCG
17006125.0,BCG
17006248.0,BCG
17006376.0,BCG
17006581.0,BCG
17006781.0,BCG
17006782.0,BCG
17006982.0,BCG
17006991.0,BCG
17007657.0,BCG
17007673.0,BCG
17007674.0,BCG
17007762.0,BCG
17008002.0,BCG
17010757.0,BCG
17010762.0,BCG
17011214.0,BCG
17011392.0,BCG
17011674.0,BCG
17011675.0,BCG
17012364.0,BCG
18001810.0,BCG
18001856.0,BCG
18001925.0,BCG
18001989.0,BCG
18001995.0,BCG
18002008.0,BCG
18002044.0,BCG
18002096.0,BCG
18002116.0,BCG
18002127.0,BCG
18002133.0,BCG
18002165.0,BCG
18002177.0,BCG
18002220.0,BCG
18002245.0,BCG
18002287.0,BCG
18002301.0,BCG
18002311.0,BCG
18002319.0,BCG
18002341.0,BCG
18002352.0,BCG
18002355.0,BCG
18002374.0,BCG
18002380.0,BCG
18002416.0,BCG
18002423.0,BCG
18002565.0,BCG
18002584.0,BCG
18002589.0,BCG
18002595.0,BCG
18002603.0,BCG
18002632.0,BCG
18002635.0,BCG
18002655.0,BCG
18002664.0,BCG
18002681.0,BCG
18002686.0,BCG
18002688.0,BCG
18002690.0,BCG
18002697.0,BCG
18002699.0,BCG
18002707.0,BCG
18002716.0,BCG
18002719.0,BCG
18002720.0,BCG
18002721.0,BCG
18002722.0,BCG
18002725.0,BCG
18002726.0,BCG
18002727.0,BCG
18002728.0,BCG
18002764.0,BCG
18002798.0,BCG
18002805.0,BCG
18002811.0,BCG
18002817.0,BCG
18002818.0,BCG
18002828.0,BCG
18002833.0,BCG
18002839.0,BCG
18002881.0,BCG
18002887.0,BCG
18002902.0,BCG
18002985.0,BCG
18002993.0,BCG
18003052.0,BCG
18003062.0,BCG
18003099.0,BCG
18003135.0,BCG
18003146.0,BCG
18003154.0,BCG
18003163.0,BCG
18003237.0,BCG
18003244.0,BCG
18003249.0,BCG
18003254.0,BCG
18003274.0,BCG
18003294.0,BCG
18003309.0,BCG
18003331.0,BCG
18003352.0,BCG
18003454.0,BCG
18003462.0,BCG
18003470.0,BCG
18003489.0,BCG
18003501.0,BCG
18003545.0,BCG
18003588.0,BCG
18003598.0,BCG
18003717.0,BCG
18003737.0,BCG
18003742.0,BCG
18003751.0,BCG
18003762.0,BCG
18003781.0,BCG
18003785.0,BCG
18003791.0,BCG
18003818.0,BCG
18003829.0,BCG
18003836.0,BCG
18003841.0,BCG
18003846.0,BCG
18003852.0,BCG
18003857.0,BCG
18003874.0,BCG
18003877.0,BCG
18003881.0,BCG
18003886.0,BCG
18003893.0,BCG
18003897.0,BCG
18003931.0,BCG
18003935.0,BCG
18003948.0,BCG
18003962.0,BCG
18003964.0,BCG
18003969.0,BCG
18003971.0,BCG
18003972.0,BCG
18003978.0,BCG
18003980.0,BCG
18004086.0,BCG
18004091.0,BCG
18004095.0,BCG
18004113.0,BCG
18004125.0,BCG
18004155.0,BCG
18004174.0,BCG
18004192.0,BCG
18004204.0,BCG
18004215.0,BCG
18004226.0,BCG
18004231.0,BCG
18004241.0,BCG
18004257.0,BCG
18004290.0,BCG
18004333.0,BCG
18004363.0,BCG
18004388.0,BCG
18004431.0,BCG
18004471.0,BCG
18004484.0,BCG
18004498.0,BCG
18004656.0,BCG
18004706.0,BCG
18004725.0,BCG
18004752.0,BCG
18004769.0,BCG
18004773.0,BCG
18004792.0,BCG
18004795.0,BCG
18004826.0,BCG
18004839.0,BCG
18004857.0,BCG
18004910.0,BCG
18004918.0,BCG
18004941.0,BCG
18004955.0,BCG
18004960.0,BCG
18004985.0,BCG
18005040.0,BCG
18005067.0,BCG
18005080.0,BCG
18005108.0,BCG
18005129.0,BCG
18005882.0,BCG
18005897.0,BCG
18006153.0,BCG
18007188.0,BCG
18007326.0,BCG
18007354.0,BCG
18007394.0,BCG
18007417.0,BCG
18007433.0,BCG
18007596.0,BCG
18007684.0,BCG
18007861.0,BCG
18009066.0,BCG
18009075.0,BCG
18009092.0,BCG
18009107.0,BCG
18009120.0,BCG
18009152.0,BCG
18009160.0,BCG
18009180.0,BCG
18009184.0,BCG
18009186.0,BCG
18009188.0,BCG
18009220.0,BCG
18009378.0,BCG
