CODE_ETU,NOTE_S1,RESULT_S1,NOTE_S2,RESULT_S2,NOTE_S3,RESULT_S3,NOTE_S4,RESULT_S4,NOTE_ANNE_1,RESULT_ANNE_1,NOTE_ANEE_2,RESULT_ANNE_2,PARCOURS,ANNE_1,ANNE_2
18004351.0,10.48,V,13.72,V,3.84,NV,4.18,NV,12.1,V,4.01,NV,BCG,2019.0,2019.0
18004357.0,11.33,V,12.48,V,6.31,NV,12.4,V,11.9,V,9.35,AC,BCG,2018.0,2019.0
18004363.0,0.0,NP,0.0,NP,7.48,AC,13.43,V,0.0,NP,10.46,V,BCG,,2019.0
18004388.0,0.0,NP,0.0,NP,11.35,V,16.13,V,0.0,NP,13.74,V,BCG,,2019.0
18004411.0,11.1,V,11.62,V,5.95,NV,6.57,NV,11.36,V,6.26,NV,BCG,2019.0,2019.0
18004423.0,9.47,AC,8.46,AC,3.87,NV,0.0,NP,8.96,AC,1.93,NV,BCG,2019.0,2019.0
18004431.0,0.0,NP,0.0,NP,11.44,V,12.88,V,0.0,NP,12.16,V,BCG,,2019.0
18004471.0,0.0,NP,0.0,NP,8.28,AC,14.81,V,0.0,NP,11.54,V,BCG,,2019.0
18004484.0,0.0,NP,0.0,NP,9.01,AC,16.45,V,0.0,NP,12.73,V,BCG,,2019.0
18004498.0,0.0,NP,0.0,NP,10.1,V,12.4,V,0.0,NP,11.25,V,BCG,,2019.0
18004528.0,10.57,V,12.22,V,1.33,NV,6.03,NV,11.4,V,3.68,NV,BCG,2019.0,2019.0
18004537.0,11.4,V,4.25,NV,3.96,NV,0.0,NP,7.82,AC,1.98,NV,BCG,2019.0,2019.0
18004544.0,9.71,AC,9.8,AC,3.24,NV,7.21,AC,9.76,AC,5.23,NV,BCG,2019.0,2019.0
18004560.0,11.24,V,11.17,V,6.7,NV,1.67,NV,11.2,V,4.18,NV,BCG,2019.0,2019.0
18004610.0,8.47,AC,11.42,V,5.45,NV,3.33,NV,9.95,AC,4.39,NV,BCG,2019.0,2019.0
18004624.0,11.52,V,10.61,V,3.33,NV,5.6,NV,11.07,V,4.47,NV,BCG,2019.0,2019.0
18004637.0,7.13,AC,2.04,NV,0.0,NP,0.0,NP,4.59,NV,0.0,NP,BCG,2019.0,2019.0
18004644.0,10.26,V,13.45,V,6.54,NV,5.53,NV,11.85,V,6.04,NV,BCG,2019.0,2019.0
18004656.0,0.0,NP,0.0,NP,5.08,NV,0.0,NP,0.0,NP,2.54,NV,BCG,,2019.0
18004688.0,11.81,V,10.05,V,0.0,NP,11.62,V,10.93,V,5.81,NV,BCG,2018.0,2019.0
18004706.0,0.0,NP,0.0,NP,6.62,NV,14.57,V,0.0,NP,10.59,V,BCG,,2019.0
18004707.0,8.37,AC,13.67,V,4.01,NV,7.17,AC,11.02,V,5.59,NV,BCG,2019.0,2019.0
18004725.0,0.0,NP,0.0,NP,10.34,V,15.07,V,0.0,NP,12.7,V,BCG,,2019.0
18004739.0,4.75,NV,3.35,NV,0.0,NP,0.0,NP,4.05,NV,0.0,NP,BCG,2019.0,2019.0
18004745.0,8.13,AC,6.33,NV,3.51,NV,0.0,NP,7.23,AC,1.76,NV,BCG,2019.0,2019.0
18004752.0,0.0,NP,0.0,NP,9.04,AC,12.52,V,0.0,NP,10.78,V,BCG,,2019.0
18004760.0,5.34,NV,0.0,NP,0.0,NP,0.0,NP,2.67,NV,0.0,NP,BCG,2019.0,2019.0
18004769.0,0.0,NP,0.0,NP,11.57,V,13.88,V,0.0,NP,12.73,V,BCG,,2019.0
18004773.0,0.0,NP,0.0,NP,10.49,V,14.81,V,0.0,NP,12.65,V,BCG,,2019.0
18004783.0,10.39,V,10.89,V,3.17,NV,12.65,V,10.64,V,7.91,AC,BCG,2018.0,2019.0
18004792.0,0.0,NP,0.0,NP,10.45,V,13.39,V,0.0,NP,11.92,V,BCG,,2019.0
18004795.0,0.0,NP,0.0,NP,9.16,AC,12.3,V,0.0,NP,10.73,V,BCG,,2019.0
18004826.0,0.0,NP,0.0,NP,5.94,NV,14.12,V,0.0,NP,10.03,V,BCG,,2019.0
18004839.0,0.0,NP,0.0,NP,7.91,AC,12.9,V,0.0,NP,10.4,V,BCG,,2019.0
18004844.0,10.27,V,14.78,V,5.05,NV,4.27,NV,12.53,V,4.66,NV,BCG,2019.0,2019.0
18004857.0,0.0,NP,0.0,NP,9.02,AC,10.83,V,0.0,NP,9.93,AC,BCG,,2019.0
18004871.0,5.5,NV,3.7,NV,0.0,NP,0.0,NP,4.6,NV,0.0,NP,BCG,2019.0,2019.0
18004910.0,0.0,NP,0.0,NP,11.49,V,12.6,V,0.0,NP,12.05,V,BCG,,2019.0
18004918.0,0.0,NP,0.0,NP,11.66,V,13.12,V,0.0,NP,12.39,V,BCG,,2019.0
18004924.0,8.87,AC,1.88,NV,2.79,NV,0.0,NP,5.37,NV,1.39,NV,BCG,2019.0,2019.0
18004934.0,7.27,AC,12.25,V,0.52,NV,0.69,NV,9.76,AC,0.6,NV,BCG,2019.0,2019.0
18004941.0,0.0,NP,0.0,NP,9.41,AC,11.17,V,0.0,NP,10.29,V,BCG,,2019.0
18004947.0,9.11,AC,11.04,V,3.57,NV,5.67,NV,10.08,V,4.62,NV,BCG,2019.0,2019.0
18004955.0,0.0,NP,0.0,NP,7.43,AC,14.48,V,0.0,NP,10.95,V,BCG,,2019.0
18004960.0,0.0,NP,0.0,NP,3.47,NV,0.0,NP,0.0,NP,1.74,NV,BCG,,2019.0
18004963.0,10.36,V,9.42,AC,5.97,NV,6.23,NV,9.89,AC,6.1,NV,BCG,2019.0,2019.0
18004985.0,0.0,NP,0.0,NP,11.97,V,13.17,V,0.0,NP,12.57,V,BCG,,2019.0
18005040.0,0.0,NP,0.0,NP,6.2,NV,11.74,V,0.0,NP,8.97,AC,BCG,,2019.0
18005062.0,7.04,AC,7.62,AC,1.87,NV,1.94,NV,7.33,AC,1.91,NV,BCG,2019.0,2019.0
18005067.0,0.0,NP,0.0,NP,4.4,NV,10.04,V,0.0,NP,7.22,AC,BCG,,2019.0
18005073.0,11.56,V,11.22,V,1.67,NV,9.83,AC,11.39,V,5.75,NV,BCG,2019.0,2019.0
18005080.0,0.0,NP,0.0,NP,10.6,V,12.53,V,0.0,NP,11.57,V,BCG,,2019.0
18005091.0,7.89,AC,12.48,V,1.5,NV,4.03,NV,10.19,V,2.77,NV,BCG,2019.0,2019.0
18005108.0,0.0,NP,0.0,NP,13.25,V,15.63,V,0.0,NP,14.44,V,BCG,,2019.0
18005129.0,0.0,NP,0.0,NP,10.02,V,16.03,V,0.0,NP,13.03,V,BCG,,2019.0
18005217.0,8.75,AC,0.0,NP,0.0,NP,0.0,NP,4.38,NV,0.0,NP,BCG,2019.0,2019.0
18005522.0,10.69,V,11.38,V,4.12,NV,8.27,AC,11.04,V,6.2,NV,BCG,2019.0,2019.0
18005808.0,10.86,V,13.78,V,1.93,NV,3.67,NV,12.32,V,2.8,NV,BCG,2019.0,2019.0
18005882.0,0.0,NP,0.0,NP,12.84,V,16.16,V,0.0,NP,14.5,V,BCG,,2019.0
18005891.0,7.49,AC,3.83,NV,0.0,NP,0.0,NP,5.66,NV,0.0,NP,BCG,2019.0,2019.0
18005897.0,0.0,NP,0.0,NP,8.55,AC,7.63,AC,0.0,NP,8.09,AC,BCG,,2019.0
18005916.0,10.66,V,10.73,V,2.7,NV,6.83,NV,10.69,V,4.77,NV,BCG,2019.0,2019.0
18006087.0,9.54,AC,11.51,V,6.16,NV,5.67,NV,10.52,V,5.91,NV,BCG,2019.0,2019.0
18006133.0,11.06,V,11.62,V,5.42,NV,7.75,AC,11.34,V,6.59,NV,BCG,2019.0,2019.0
18006153.0,0.0,NP,0.0,NP,7.6,AC,12.54,V,0.0,NP,10.07,V,BCG,,2019.0
18007188.0,0.0,NP,0.0,NP,9.26,AC,12.59,V,0.0,NP,10.93,V,BCG,,2019.0
18007326.0,0.0,NP,0.0,NP,6.76,NV,12.9,V,0.0,NP,9.83,AC,BCG,,2019.0
18007354.0,0.0,NP,0.0,NP,9.04,AC,15.82,V,0.0,NP,12.43,V,BCG,,2019.0
18007394.0,0.0,NP,0.0,NP,7.78,AC,12.48,V,0.0,NP,10.13,V,BCG,,2019.0
18007417.0,0.0,NP,0.0,NP,11.71,V,15.29,V,0.0,NP,13.5,V,BCG,,2019.0
18007433.0,0.0,NP,0.0,NP,12.65,V,14.34,V,0.0,NP,13.5,V,BCG,,2019.0
18007441.0,11.04,V,10.0,V,3.21,NV,11.2,V,10.52,V,7.21,AC,BCG,2018.0,2019.0
18007458.0,10.27,V,12.0,V,1.75,NV,9.85,AC,11.13,V,5.8,NV,BCG,2019.0,2019.0
18007507.0,8.34,AC,11.92,V,1.88,NV,7.63,AC,10.13,V,4.75,NV,BCG,2019.0,2019.0
18007596.0,0.0,NP,0.0,NP,9.85,AC,15.07,V,0.0,NP,12.46,V,BCG,,2019.0
18007684.0,0.0,NP,0.0,NP,10.4,V,12.88,V,0.0,NP,11.64,V,BCG,,2019.0
18007861.0,0.0,NP,0.0,NP,6.34,NV,10.79,V,0.0,NP,8.57,AC,BCG,,2019.0
18007917.0,8.65,AC,10.67,V,4.3,NV,8.38,AC,9.66,AC,6.34,NV,BCG,2019.0,2019.0
18007972.0,10.52,V,12.05,V,3.5,NV,1.83,NV,11.29,V,2.67,NV,BCG,2019.0,2019.0
18008482.0,10.03,V,11.67,V,3.28,NV,1.67,NV,10.85,V,2.47,NV,BCG,2019.0,2019.0
18008640.0,10.28,V,10.94,V,3.7,NV,14.24,V,10.61,V,8.97,AC,BCG,2018.0,2019.0
18009001.0,7.74,AC,12.33,V,2.45,NV,0.0,NP,10.04,V,1.23,NV,BCG,2019.0,2019.0
18009007.0,11.52,V,11.88,V,4.49,NV,8.67,AC,11.7,V,6.58,NV,BCG,2019.0,2019.0
18009056.0,10.58,V,10.02,V,4.32,NV,12.28,V,10.3,V,8.3,AC,BCG,2018.0,2019.0
18009063.0,9.35,AC,9.83,AC,2.72,NV,5.33,NV,9.59,AC,4.02,NV,BCG,2019.0,2019.0
18009066.0,0.0,NP,0.0,NP,7.36,AC,12.72,V,0.0,NP,10.04,V,BCG,,2019.0
18009068.0,10.46,V,10.0,V,4.97,NV,14.98,V,10.23,V,9.97,AC,BCG,2018.0,2019.0
18009075.0,0.0,NP,0.0,NP,9.35,AC,2.33,NV,0.0,NP,5.84,NV,BCG,,2019.0
18009092.0,0.0,NP,0.0,NP,10.02,V,13.78,V,0.0,NP,11.9,V,BCG,,2019.0
18009097.0,10.21,V,13.5,V,1.75,NV,0.0,NP,11.86,V,0.88,NV,BCG,2019.0,2019.0
18009102.0,10.83,V,10.23,V,3.32,NV,7.17,AC,10.53,V,5.24,NV,BCG,2019.0,2019.0
18009107.0,0.0,NP,0.0,NP,11.25,V,13.2,V,0.0,NP,12.23,V,BCG,,2019.0
18009120.0,0.0,NP,0.0,NP,9.27,AC,13.56,V,0.0,NP,11.41,V,BCG,,2019.0
18009126.0,10.98,V,10.87,V,3.53,NV,9.87,AC,10.92,V,6.7,NV,BCG,2019.0,2019.0
18009141.0,10.08,V,10.58,V,3.74,NV,5.2,NV,10.33,V,4.47,NV,BCG,2019.0,2019.0
18009149.0,10.07,V,11.13,V,5.58,NV,3.83,NV,10.6,V,4.71,NV,BCG,2019.0,2019.0
18009152.0,0.0,NP,0.0,NP,11.88,V,11.67,V,0.0,NP,11.77,V,BCG,,2019.0
18009160.0,0.0,NP,0.0,NP,12.24,V,15.97,V,0.0,NP,14.1,V,BCG,,2019.0
18009172.0,9.61,AC,10.77,V,3.19,NV,8.0,AC,10.19,V,5.6,NV,BCG,2019.0,2019.0
18009178.0,10.01,V,10.55,V,4.11,NV,10.08,V,10.28,V,7.1,AC,BCG,2018.0,2019.0
18009180.0,0.0,NP,0.0,NP,9.06,AC,13.12,V,0.0,NP,11.09,V,BCG,,2019.0
18009181.0,10.04,V,11.7,V,3.79,NV,3.33,NV,10.87,V,3.56,NV,BCG,2019.0,2019.0
18009184.0,0.0,NP,0.0,NP,9.06,AC,12.81,V,0.0,NP,10.94,V,BCG,,2019.0
18009186.0,0.0,NP,0.0,NP,0.88,NV,0.0,NP,0.0,NP,0.44,NV,BCG,,2020.0
18009188.0,0.0,NP,0.0,NP,10.01,V,11.4,V,0.0,NP,10.7,V,BCG,,2019.0
18009220.0,0.0,NP,0.0,NP,9.32,AC,11.59,V,0.0,NP,10.45,V,BCG,,2019.0
18009378.0,0.0,NP,0.0,NP,12.39,V,14.98,V,0.0,NP,13.69,V,BCG,,2019.0
18009408.0,0.0,NP,0.0,NP,7.07,AC,10.83,V,0.0,NP,8.95,AC,BCG,,2019.0
18009451.0,0.0,NP,0.0,NP,9.05,AC,13.91,V,0.0,NP,11.48,V,BCG,,2019.0
18009484.0,10.35,V,11.22,V,2.0,NV,3.33,NV,10.78,V,2.66,NV,BCG,2019.0,2019.0
18009801.0,8.77,AC,12.98,V,2.38,NV,5.13,NV,10.88,V,3.75,NV,BCG,2019.0,2019.0
18009802.0,7.22,AC,12.68,V,0.58,NV,3.33,NV,9.95,AC,1.96,NV,BCG,2019.0,2019.0
18010047.0,10.04,V,11.44,V,7.71,AC,8.93,AC,10.74,V,8.32,AC,BCG,2019.0,2019.0
18010324.0,0.0,NP,0.0,NP,10.23,V,14.03,V,0.0,NP,12.13,V,BCG,,2019.0
18010336.0,0.0,NP,0.0,NP,10.8,V,11.81,V,0.0,NP,11.3,V,BCG,,2019.0
18010359.0,8.73,AC,10.22,V,3.58,NV,4.99,NV,9.48,AC,4.29,NV,BCG,2019.0,2019.0
18010406.0,9.49,AC,10.22,V,2.25,NV,6.62,NV,9.85,AC,4.44,NV,BCG,2019.0,2019.0
18010418.0,4.95,NV,9.33,AC,0.0,NP,0.0,NP,7.14,AC,0.0,NP,BCG,2019.0,2019.0
18010419.0,10.02,V,13.17,V,5.18,NV,6.95,NV,11.59,V,6.07,NV,BCG,2019.0,2019.0
18010541.0,8.35,AC,11.58,V,3.38,NV,1.25,NV,9.97,AC,2.32,NV,BCG,2019.0,2019.0
18010542.0,0.0,NP,0.0,NP,9.77,AC,10.04,V,0.0,NP,9.91,AC,BCG,,2019.0
18010544.0,10.01,V,11.92,V,5.2,NV,8.48,AC,10.97,V,6.84,NV,BCG,2019.0,2019.0
18010545.0,10.59,V,10.75,V,1.62,NV,3.58,NV,10.67,V,2.6,NV,BCG,2019.0,2019.0
18010546.0,11.43,V,0.04,NV,0.0,NP,0.0,NP,5.73,NV,0.0,NP,BCG,2019.0,
18010641.0,10.91,V,14.37,V,4.35,NV,2.93,NV,12.64,V,3.64,NV,BCG,2019.0,2019.0
18010789.0,11.03,V,10.03,V,0.0,NP,2.38,NV,10.53,V,1.19,NV,BCG,2019.0,2019.0
18010794.0,10.28,V,10.13,V,5.7,NV,15.11,V,10.21,V,10.4,V,BCG,2018.0,2019.0
18010796.0,0.0,NP,0.0,NP,11.65,V,15.28,V,0.0,NP,13.46,V,BCG,,2019.0
18010901.0,10.02,V,12.85,V,0.0,NP,7.43,AC,11.43,V,3.72,NV,BCG,2019.0,2019.0
18010902.0,8.75,AC,10.72,V,1.93,NV,1.58,NV,9.73,AC,1.76,NV,BCG,2019.0,2019.0
18010905.0,0.0,NP,0.0,NP,10.03,V,16.08,V,0.0,NP,13.06,V,BCG,,2019.0
18011046.0,9.34,AC,11.58,V,3.4,NV,5.9,NV,10.46,V,4.65,NV,BCG,2019.0,2019.0
18011049.0,5.27,NV,10.33,V,0.1,NV,1.9,NV,7.8,AC,1.0,NV,BCG,2019.0,2019.0
18011050.0,10.0,V,11.12,V,1.85,NV,6.43,NV,10.56,V,4.14,NV,BCG,2019.0,2019.0
18011055.0,10.55,V,11.88,V,5.6,NV,6.88,NV,11.21,V,6.24,NV,BCG,2019.0,2019.0
18011056.0,11.27,V,11.04,V,0.58,NV,3.13,NV,11.16,V,1.86,NV,BCG,2019.0,2019.0
18011067.0,8.51,AC,12.83,V,2.5,NV,3.47,NV,10.67,V,2.98,NV,BCG,2019.0,2019.0
18011192.0,9.02,AC,9.55,AC,3.56,NV,7.07,AC,9.29,AC,5.31,NV,BCG,2019.0,2019.0
18011383.0,8.19,AC,12.75,V,3.33,NV,6.95,NV,10.47,V,5.14,NV,BCG,2019.0,2019.0
18011385.0,10.74,V,14.42,V,5.63,NV,0.0,NP,12.58,V,2.82,NV,BCG,2019.0,2019.0
18011487.0,0.0,NP,0.0,NP,12.89,V,16.39,V,0.0,NP,14.64,V,BCG,,2019.0
18011508.0,0.0,NP,0.0,NP,10.74,V,13.58,V,0.0,NP,12.16,V,BCG,,2019.0
18011521.0,0.0,NP,0.0,NP,9.06,AC,11.62,V,0.0,NP,10.34,V,BCG,,2019.0
18011523.0,7.41,AC,8.67,AC,1.28,NV,5.19,NV,8.04,AC,3.24,NV,BCG,2019.0,2019.0
18011524.0,6.73,NV,3.7,NV,0.0,NP,0.0,NP,5.21,NV,0.0,NP,BCG,2019.0,2019.0
18011526.0,0.0,NP,0.0,NP,6.02,NV,11.85,V,0.0,NP,8.94,AC,BCG,,2019.0
18011527.0,8.72,AC,11.28,V,2.08,NV,7.71,AC,10.0,V,4.89,NV,BCG,2019.0,2019.0
18011565.0,0.0,NP,0.0,NP,12.62,V,14.98,V,0.0,NP,13.8,V,BCG,,2019.0
18011595.0,0.0,NP,0.0,NP,9.36,AC,10.3,V,0.0,NP,9.83,AC,BCG,,2019.0
18011680.0,0.0,NP,0.0,NP,10.03,V,13.8,V,0.0,NP,11.91,V,BCG,,2019.0
18012377.0,10.29,V,11.02,V,4.64,NV,5.7,NV,10.65,V,5.17,NV,BCG,2019.0,2019.0
18012379.0,0.0,NP,0.0,NP,10.35,V,14.16,V,0.0,NP,12.25,V,BCG,,2019.0
18012381.0,0.0,NP,0.0,NP,9.67,AC,12.08,V,0.0,NP,10.88,V,BCG,,2019.0
18013498.0,11.52,V,11.06,V,1.88,NV,12.2,V,11.29,V,7.04,AC,BCG,2018.0,2019.0
18013501.0,11.62,V,12.84,V,9.42,AC,15.09,V,12.23,V,12.25,V,BCG,2018.0,2019.0
18013593.0,0.0,NP,0.0,NP,10.61,V,16.66,V,0.0,NP,13.63,V,BCG,,2019.0
18013633.0,0.0,NP,0.0,NP,13.12,V,13.78,V,0.0,NP,13.45,V,BCG,,2019.0
18013635.0,0.0,NP,0.0,NP,12.77,V,16.44,V,0.0,NP,14.61,V,BCG,,2019.0
18013638.0,0.0,NP,0.0,NP,14.47,V,17.53,V,0.0,NP,16.0,V,BCG,,2019.0
18013641.0,0.0,NP,0.0,NP,12.71,V,15.55,V,0.0,NP,14.13,V,BCG,,2019.0
12011598.0,8.33,AC,8.83,AC,5.18,NV,8.67,AC,8.58,AC,6.92,NV,BCG,2014.0,2014.0
13012469.0,6.36,NV,6.43,NV,2.52,NV,2.08,NV,6.4,NV,2.3,NV,BCG,2014.0,2014.0
13012823.0,7.15,AC,9.42,AC,2.83,NV,1.67,NV,8.28,AC,2.25,NV,BCG,2014.0,2014.0
13014984.0,7.63,AC,6.65,NV,4.1,NV,5.87,NV,7.14,AC,4.98,NV,BCG,2014.0,2017.0
14000415.0,7.57,AC,6.52,NV,8.2,AC,10.0,V,7.05,AC,9.1,AC,BCG,2014.0,2019.0
14007110.0,6.12,NV,8.38,AC,8.17,AC,9.08,AC,7.25,AC,8.62,AC,BCG,2014.0,2018.0
15000165.0,9.27,AC,9.5,AC,0.0,NP,0.0,NP,9.39,AC,0.0,NP,BCG,2015.0,
15000254.0,6.9,NV,9.71,AC,7.15,AC,10.0,V,8.31,AC,8.57,AC,BCG,2015.0,2019.0
15000255.0,8.36,AC,5.59,NV,3.47,NV,5.25,NV,6.98,NV,4.36,NV,BCG,2015.0,2019.0
15000325.0,7.7,AC,10.79,V,5.51,NV,3.83,NV,9.25,AC,4.67,NV,BCG,2015.0,2019.0
15000369.0,5.55,NV,7.34,AC,0.92,NV,0.0,NP,6.44,NV,0.46,NV,BCG,2015.0,2019.0
15000378.0,6.79,NV,9.6,AC,6.67,NV,1.71,NV,8.19,AC,4.19,NV,BCG,2015.0,2019.0
15001005.0,6.88,NV,7.19,AC,5.15,NV,12.68,V,7.04,AC,8.91,AC,BCG,2015.0,2019.0
15001076.0,9.35,AC,6.33,NV,10.14,V,13.92,V,7.84,AC,12.03,V,BCG,2015.0,2019.0
15003215.0,8.69,AC,5.97,NV,7.98,AC,9.73,AC,7.33,AC,8.85,AC,BCG,2015.0,2019.0
15005062.0,6.39,NV,7.99,AC,2.0,NV,5.12,NV,7.19,AC,3.56,NV,BCG,2015.0,2019.0
15005599.0,8.59,AC,11.44,V,3.34,NV,6.67,NV,10.02,V,5.0,NV,BCG,2015.0,2019.0
15005732.0,10.04,V,8.52,AC,0.0,NP,0.0,NP,9.28,AC,0.0,NP,BCG,2015.0,
15005745.0,7.68,AC,10.13,V,8.41,AC,12.38,V,8.91,AC,10.39,V,BCG,2015.0,2019.0
16000053.0,0.0,NP,0.0,NP,5.4,NV,9.58,AC,0.0,NP,7.49,AC,BCG,,2019.0
16000092.0,0.0,NP,0.0,NP,6.69,NV,10.18,V,0.0,NP,8.43,AC,BCG,,2019.0
16000128.0,0.0,NP,0.0,NP,0.0,NP,0.0,NP,0.0,NP,0.0,NP,BCG,,
16000176.0,0.0,NP,0.0,NP,5.72,NV,6.18,NV,0.0,NP,5.95,NV,BCG,,2019.0
16000182.0,0.0,NP,0.0,NP,5.42,NV,5.84,NV,0.0,NP,5.63,NV,BCG,,2019.0
16000268.0,10.6,V,10.02,V,5.34,NV,10.19,V,10.31,V,7.77,AC,BCG,2018.0,2019.0
16000683.0,0.0,NP,0.0,NP,1.68,NV,0.0,NP,0.0,NP,0.84,NV,BCG,,2019.0
16000815.0,9.17,AC,10.0,V,4.28,NV,9.77,AC,9.59,AC,7.02,AC,BCG,2019.0,2018.0
16000840.0,9.14,AC,8.23,AC,1.68,NV,4.56,NV,8.69,AC,3.12,NV,BCG,2019.0,2019.0
16000875.0,10.02,V,11.83,V,6.2,NV,13.0,V,10.93,V,9.6,AC,BCG,2019.0,2019.0
16000896.0,0.0,NP,0.0,NP,9.2,AC,7.68,AC,0.0,NP,8.44,AC,BCG,,2018.0
16001022.0,0.0,NP,0.0,NP,8.32,AC,11.77,V,0.0,NP,10.04,V,BCG,,2019.0
16001160.0,0.0,NP,0.0,NP,6.39,NV,13.47,V,0.0,NP,9.93,AC,BCG,,2019.0
16001456.0,0.0,NP,0.0,NP,7.75,AC,11.32,V,0.0,NP,9.53,AC,BCG,,2019.0
16001472.0,0.0,NP,0.0,NP,6.7,NV,10.4,V,0.0,NP,8.55,AC,BCG,,2018.0
16001664.0,10.74,V,12.92,V,5.12,NV,5.67,NV,11.83,V,5.4,NV,BCG,2019.0,2019.0
16002645.0,0.0,NP,0.0,NP,5.13,NV,10.12,V,0.0,NP,7.62,AC,BCG,,2019.0
16004450.0,10.02,V,13.5,V,6.94,NV,8.29,AC,11.76,V,7.62,AC,BCG,2019.0,2019.0
16004640.0,0.0,NP,0.0,NP,11.4,V,3.52,NV,0.0,NP,7.46,AC,BCG,,2019.0
16005950.0,0.0,NP,0.0,NP,1.67,NV,5.52,NV,0.0,NP,3.6,NV,BCG,,2019.0
16006059.0,11.23,V,10.23,V,8.42,AC,8.51,AC,10.73,V,8.46,AC,BCG,2019.0,2019.0
16008684.0,10.97,V,11.07,V,9.07,AC,10.69,V,11.02,V,9.88,AC,BCG,2016.0,2018.0
17000122.0,10.02,V,11.52,V,3.14,NV,7.17,AC,10.77,V,5.15,NV,BCG,2019.0,2019.0
17002219.0,10.05,V,10.58,V,7.19,AC,10.75,V,10.32,V,8.97,AC,BCG,2019.0,2019.0
17002453.0,0.0,NP,0.0,NP,8.43,AC,13.58,V,0.0,NP,11.0,V,BCG,,2019.0
17002541.0,10.6,V,13.61,V,12.28,V,10.48,V,12.1,V,11.38,V,BCG,2019.0,2019.0
17002558.0,10.48,V,12.75,V,2.9,NV,4.17,NV,11.62,V,3.53,NV,BCG,2019.0,2019.0
17003102.0,8.96,AC,10.29,V,7.79,AC,12.47,V,9.63,AC,10.13,V,BCG,2018.0,2019.0
17003303.0,10.13,V,10.83,V,6.73,NV,7.67,AC,10.48,V,7.2,AC,BCG,2019.0,2019.0
17004303.0,10.94,V,6.93,NV,0.0,NP,0.0,NP,8.94,AC,0.0,NP,BCG,2019.0,
17004847.0,15.17,V,0.04,NV,0.0,NP,0.0,NP,7.61,AC,0.0,NP,BCG,2019.0,
17004850.0,13.08,V,6.1,NV,0.0,NP,1.67,NV,9.59,AC,0.83,NV,BCG,2019.0,
17004852.0,0.0,NP,0.0,NP,8.35,AC,12.8,V,0.0,NP,10.58,V,BCG,,2019.0
17004892.0,0.0,NP,0.0,NP,4.21,NV,0.0,NP,0.0,NP,2.1,NV,BCG,,2019.0
17005130.0,10.38,V,10.05,V,4.65,NV,8.73,AC,10.21,V,6.69,NV,BCG,2019.0,2019.0
17005196.0,4.52,NV,5.08,NV,0.0,NP,0.0,NP,4.8,NV,0.0,NP,BCG,2019.0,2019.0
17005235.0,0.0,NP,0.0,NP,12.16,V,0.0,NP,0.0,NP,6.08,NV,BCG,,2019.0
17005274.0,0.0,NP,0.0,NP,0.71,NV,0.0,NP,0.0,NP,0.36,NV,BCG,,2019.0
17005286.0,10.01,V,12.32,V,9.1,AC,9.62,AC,11.16,V,9.36,AC,BCG,2019.0,2019.0
17005290.0,0.0,NP,0.0,NP,8.45,AC,13.39,V,0.0,NP,10.92,V,BCG,,2019.0
17005294.0,11.09,V,5.16,NV,3.33,NV,1.75,NV,8.13,AC,2.54,NV,BCG,2019.0,2019.0
17005334.0,10.42,V,10.14,V,6.0,NV,11.32,V,10.28,V,8.66,AC,BCG,2018.0,2019.0
17005369.0,0.0,NP,0.0,NP,9.15,AC,1.83,NV,0.0,NP,5.49,NV,BCG,,2019.0
17005374.0,0.0,NP,0.0,NP,5.07,NV,12.08,V,0.0,NP,8.58,AC,BCG,,2019.0
17005433.0,6.68,NV,1.71,NV,0.0,NP,0.0,NP,4.2,NV,0.0,NP,BCG,2019.0,2019.0
17005445.0,0.0,NP,0.0,NP,6.33,NV,11.6,V,0.0,NP,8.97,AC,BCG,,2019.0
17005485.0,7.03,AC,6.78,NV,1.67,NV,0.0,NP,6.9,NV,0.83,NV,BCG,2019.0,2019.0
17005491.0,10.95,V,4.08,NV,0.0,NP,0.0,NP,7.52,AC,0.0,NP,BCG,2019.0,
17005503.0,10.62,V,12.22,V,4.67,NV,7.93,AC,11.42,V,6.3,NV,BCG,2019.0,2019.0
17005516.0,10.16,V,10.6,V,8.42,AC,7.94,AC,10.38,V,8.18,AC,BCG,2019.0,2020.0
17005617.0,10.22,V,11.8,V,5.97,NV,12.18,V,11.01,V,9.07,AC,BCG,2019.0,2019.0
17005624.0,8.01,AC,9.75,AC,0.32,NV,0.0,NP,8.88,AC,0.16,NV,BCG,2019.0,2019.0
17005654.0,10.76,V,12.1,V,8.43,AC,8.76,AC,11.43,V,8.59,AC,BCG,2019.0,2019.0
17005665.0,10.18,V,12.51,V,7.41,AC,13.47,V,11.35,V,10.44,V,BCG,2019.0,2019.0
17005671.0,9.0,AC,10.92,V,3.5,NV,5.17,NV,9.96,AC,4.33,NV,BCG,2019.0,2019.0
17005683.0,10.0,V,11.71,V,4.1,NV,14.57,V,10.85,V,9.34,AC,BCG,2019.0,2019.0
17005707.0,0.0,NP,0.0,NP,8.6,AC,13.68,V,0.0,NP,11.14,V,BCG,,2019.0
17005710.0,10.64,V,11.35,V,3.9,NV,7.92,AC,11.0,V,5.91,NV,BCG,2019.0,2019.0
17005716.0,11.07,V,11.87,V,10.2,V,10.63,V,11.47,V,10.42,V,BCG,2019.0,2019.0
